Comment,Full-Text File ID,referencetype,"Author1","Gender","affiliationauthorprimary1","Current Affiliation,Author,Primary 1","Author,Primary 2","Gender,Author,Primary 2","Affiliation,Author,Primary 2","Current Affiliation,Author,Primary 2","Author,Primary 3","Gender,Author,Primary 3","Affiliation,Author,Primary 3","Current Affiliation,Author,Primary 3","Author,Primary 4","Gender,Author,Primary 4","Affiliation,Author,Primary 4","Current Affiliation,Author,Primary 4","Author,Primary 5","Gender,Author,Primary 5","Affiliation,Author,Primary 5","Current Affiliation,Author,Primary 5","Authors, Secondary",title,Title Secondary,"Title, Tertiary",Original Foreign Title,periodicalfull,date,Original Pub Year,Keywords,Source Genre Folder,"style","Style,Secondary","Style,Tertiary",Abstract,Publisher,Place of Publication,Language,Original Language
,"Butler_2001_Turning the beat around_Reinterpretation, metrical dissonance, and asymmetry in electronic dance music","Journal, Electronic","Butler,Mark J.",male,University of Pennsylvania,Northwestern University,,,,,,,,,,,,,,,,,,"Turning the Beat Around: Reinterpretation, Metrical Dissonance, and Asymmetry in Electronic Dance Music",,,,Music Theory Online,2001,2001," rhythm and meter -- electronic dance music (EDM); popular music--by genre -- electronic dance music (EDM) -- rhythm and meter; Krebs, Harald -- writings -- rhythm and meter; Rahn, Jay -- writings -- rhythm and meter; Hasty, Christopher F. -- writings -- rhythm and meter; psychology -- cognitive psychology -- relation to analysis of rhythm and meter; ethnomusicology -- publications -- relation to analysis of rhythm and meter; Theory, analysis, and composition -- Rhythm, meter, tempo",EDM,"Electronic Dance Music",,,"This paper considers some of the issues involved in the analysis of rhythm and meter in electronic dance music. It begins by considering metrical dissonance and ambiguity within the context of a layered approach to musical meter; it also highlights some of the distinctive ways in which these phenomena are manifested in this repertory. The second half of the paper focuses on the use of asymmetrical patterns in electronic dance music and considers some broader questions of rhythmic and metrical theory. Throughout, the paper draws upon a number of different music-theoretical sources, including work by Harald Krebs, Jay Rahn, and Christopher Hasty, as well as scholarship in ethnomusicology and cognitive science.",Society for Music Theory,"Bloomington,IN,United States",English,English
,Butler_2005_Hearing Kaleidoscopes_Embedded grouping dissonance in electronic dance music,Journal Article,"Butler,Mark J.",male,University of Pennsylvania,Northwestern University,,,,,,,,,,,,,,,,,,Hearing Kaleidoscopes: Embedded Grouping Dissonance in Electronic Dance Music,,,,Twentieth-Century Music,2005,2005,"61: Theory, analysis, and composition -- Rhythm, meter, tempo;39: Popular music -- General;electronica -- rhythm and meter -- embedded grouping dissonance;rhythm and meter -- electronica -- embedded grouping dissonance;dance music--by genre -- electronic dance music -- relation to rhythm and meter;sound recording and reproduction -- electronica -- relation to rhythm and meter;aesthetics -- electronica -- relation to rhythm and meter",EDM,"Electronic Dance Music",,,"The rhythmic and metrical qualities of electronic dance music (EDM) are clearly among its most prominent and appreciated features. Yet scholarship on rhythm, as well as popular discourse surrounding EDM, often frames the pervasively duple meters that characterize popular dance-based styles as simplistic and limited in capacity. Given the allure of EDM's temporal qualities, how do musicians devise creative solutions to the constraints of its duple metrical organization? This question is addressed through a consideration of embedded grouping dissonance, one of several distinctive rhythmic phenomena found in EDM. In theorizing embedded grouping dissonance, recent music-theoretical formulations of 'metrical dissonance' are expanded, describing similar occurrences without addressing this specific phenomenon. Embedded grouping dissonance is then situated in relation to EDM's technologically mediated means of production, arguing that this rhythmic technique exemplifies recurring principles of design that shape and reflect the aesthetics of electronic dance music on a broad scale.",Cambridge University Press,"Cambridge,United Kingdom;New York City,NY,United States",English,English
Merged version,Butler_2006_Conceptualizing rhythm and meter in electronic dance music;Electronic dance music and interpretative multiplicity;Ambiguity,"Chapter","Butler,Mark J.",male,University of Pennsylvania,Northwestern University,,,,,,,,,,,,,,,,,,Conceptualizing Rhythm and Meter in Electronic Dance Music; Electronic d\Dance Music and Interpretative Multiplicity; Ambiguity,"Unlocking the Groove: Rhythm, Meter, and Musical Design in Electronic Dance Music",Profiles in Popular Music,,,2006,2006,"61: Theory, analysis, and composition -- Rhythm, meter, tempo;39: Popular music -- General;electronica -- rhythm and meter -- analysis;sociology -- electronic dance music -- relation to rhythm and meter;rhythm and meter -- electronic dance music -- analysis;form -- electronic dance music -- relation to rhythm and meter;texture -- electronic dance music -- relation to rhythm and meter;sound recordings -- electronic dance music -- relation to rhythm and meter;dance music--by genre -- electronic dance music -- relation to rhythm and meter",EDM,"Electronic Dance Music",,,"Rhythmic and metrical characteristics are at the forefront of musical experience in electronic dance music, a broad category of popular music encompassing styles such as techno, house, trance, and drum 'n' bass. The rhythmic and metrical organization of electronic dance music is explored from themicro-level to the complete DJ set, uncovering recurring principles of design that shape this repertory at multiple structural levels. The methodology employed integrates musical analysis, current theories of rhythm and meter, and ethnographic fieldwork. Nine complete tracks are analyzed and transcribed. Thevoices of DJs, producers, and fans provide important musical details as well as a broad sociocultural grounding. In both large- and small-scale organization, electronic dance music tends toward duple patterning, but within these constraints it creates metrical diversity through asymmetrical rhythms, displaced patterns, and conflicting rhythmic groupings. Rhythm and meter interact closely with texture:textural processes almost always have metrical ramifications, and independent textural layers frequently lead to metrical dissonance. Rhythmic and metrical experience in electronic dance music often involves ambiguity: the beginning point of a pattern may be unclear, and the absence of layers of motion may undermine the clarity of metrical perception. Formal organization is modular and open-ended. Three types of repeating entities-loops (short rhythm patterns), sequences (multi-measure instrumental combinations), and records-function as building blocks that can be combined and juxtaposed with great flexibility. While each constructive element governs a different level of musical structure, all are based upon cyclical repetition rather than linear progression. The modular design of electronic dance music both reflects and supports the interactive nature of its creation and reception. Dancers interact individually with the music and communally with each other and the DJ. The DJ uses fixed materials within a flexible performance that develops in response to a dancing audience. Though technology is central to this experience, it does not dominate it; rather, the creative and performative contexts of electronic dance music reveal an ongoing negotiation between humans and technology. The related book is cited as RILM 2006-13629.",Indiana University Press,"Bloomington,IN,United States",English,English
,"Grant_2010_Four hundred years of meter_Theories, ideologies, and technologies of musical periodicity since 1611",Dissertation/Thesis,"Grant,Roger Mathew",male,University of Pennsylvania,Wesleyan University,,,,,,,,,,,,,,,,,"Butler,Mark J.","Four Hundred Years of Meter: Theories, Ideologies, and Technologies of Musical Periodicity since 1611",,,,,2010,2010,Communication and the arts;Musical periodicity;Rhythm;Meter;Temporal constructions;Music;0413:Music,EDM,Jazz,,,"This dissertation takes a long view of the history of temporal constructions in writings on music, examining the connections between theories of musical meter and changing conceptualizations of time. Since antiquity, writers on music have grappled with the nature of meter, and throughout the history of Western music their formulations have continually evolved, reflecting fundamental reevaluations not only of music but also of time itself. Drawing on paradigms from the history of science and the history of philosophy, this study investigates the connections between ideas on meter and time from the seventeenth century to the present day, and illustrates ways in which these two conceptions have mutually informed one another. It fills a conspicuous gap in studies of meter and of the history of music theory while bringing together diverse strands of thought in a genealogy of temporal conceptualizations. Four case studies form the body of the dissertation, each focusing on a particular moment in meter's history. Two analytical chapters supplement these case studies, incorporating current theories with historical perspectives on time and meter. In drawing the history of meter through to the twenty-first century, this dissertation offers a reflection on the claims made about temporality in our current theories, and a way of understanding meter and temporality as two pieces of a shared conceptual network.",University of Pennsylvania,"Philadelphia,PA,United States",English,English
,"Squinobal_2009_West African music in the music of Art Blakey, Yusef Lateef, and Randy Weston",Dissertation/Thesis,"Squinobal,Jason John",male,University of Pittsburgh,University of Minnesota Morris,,,,,,,,,,,,,,,,,"Davis,Nathan","West African Music in the Music of Art Blakey, Yusef Lateef, and Randy Weston",,,,,2009,2009,"Communication and the arts;Blakey, Art;Lateef, Yusef;Weston, Randy;West Africa;Music;0413:Music",Funk & Jazz,Jazz,African,,"This dissertation is a historical study of the cultural, social and musical influences that have led to the use of West African music in the compositions and performance of Art Blakey, Yusef Lateef, and Randy Weston. Many jazz musicians have utilized West African music in their musical compositions. Blakey, Lateef and Weston were not the first musicians to do so, however they were chosen for this dissertation because their experiences, influences, and music clearly illustrate the importance that West African culture has played in the lives of African American jazz musicians.                 Born during the Harlem Renaissance each of these musicians was influenced by the political views and concepts that predominated African American culture at that time. Imperative among those influences were the concept of pan-Africanism, the writings of Marcus Garvey and the music of Duke Ellington. Additionally, Thelonious Monk, Kenny Clarke and Dizzy Gillespie three of the most important contributors to the bebop revolution made great impressions on Blakey, Lateef, and Weston. All three musicians traveled to West Africa, and while each visited Africa for different reasons, all three were greatly influenced by the music they heard and the musicians they interacted with. All of these influences led to significant use of West African music in the works of Blakey, Lateef and Weston.                 Blakey, Weston, and Lateef became professional musicians in their own rights during a period of intense civil rights activities in the United States. Civil Rights activism along with the liberation of African Nations inspired compositions and performances by these three musicians that incorporated elements of West African music with jazz. Through these activities Blakey, Weston, and Lateef were able to provide artistic commentary on the strides being made for the civil rights of both Africans and African Americans.",University of Pittsburgh,"Pittsburgh,PA,United States",English,English
,Ogren_1992_Debating with Beethoven_Understanding the fear of early jazz,"Chapter","Ogren,Kathy J.",female,University of Redlands,University of Redlands,,,,,,,,,,,,,,,,,,Debating with Beethoven: Understanding the Fear of Early Jazz,America's Musical Pulse: Popular Music in Twentieth-Century Society,,,,1992,1992,38: Jazz and blues -- General;United States of America -- jazz -- early criticism;jazz -- reception -- 1920s;criticism--by subject -- jazz -- early criticism;mass media -- radio -- jazz -- influence on reception;ethics and morals -- USA -- jazz -- early criticism,Funk & Jazz,Jazz,Rock,,"Around 1920, when jazz first became popular, many African-Americans called it the devil's music and regarded it as inferior to sacred music. Whites also severely criticized jazz, with its fast improvisations, polyrhythms, syncopations, and blues harmonies. Locations of performances, often brothels and speakeasies, were also causes of concern. There was less antagonism and fear of its influence when people became familiar with jazz by hearing it on the radio, mostly in composed arrangements played by white musicians. Rock and roll, which became popular in the 1950s, proved that jazz had opened American ears to the potential of African-American music.",Praeger,"Westport,CT,United States",English,English
,Scott_1994_Incongruity and predictability in British dance band music of the 1920s and 1930s,Journal Article,"Scott,Derek B.",male,"University of Salford, UK",University of Leeds,,,,,,,,,,,,,,,,,,Incongruity and Predictability in British Dance Band Music of the 1920s and 1930s,,,,Musical Quarterly,1994,1994," dance music--by place -- England -- dance bands -- aesthetics -- 1920-39; band -- England -- dance bands -- aesthetics -- 1920-39; United Kingdom--England -- jazz -- dance bands -- aesthetics -- 1920-39; sociology -- England -- dance band music -- 1920-39; popular music--by place -- England -- dance bands -- aesthetics -- 1920-39; aesthetics -- England -- jazz -- dance bands -- 1920-39; semiotics -- England -- jazz -- dance band music -- 1920-39; Jazz and blues -- General; Popular music -- Europe; Music and related disciplines -- Philosophy, aesthetics, criticism",Funk & Jazz,Jazz,British dance band,,"This article was prompted  by a number  of questions:  How do we   approach  the study  of British  dance band music of these vintage  years?   Do they represent  a golden age in quantity  rather  than quality?  Is it   possible  to construct  criteria  for deciding  what is good and bad in this   music? I am particularly  interested  in asking these questions  of dance   band music of the 1920s and 1930s because, despite the enormous   attraction  dance bands held for a majority  of people in the United   Kingdom  between  the two world wars, and despite this period's mythic   status as the ""golden era"" of the dance band (at least in the eyes of   the publicists  for the record industry),  it is not uncommon  to find   dance band music neglected  or despised (usually  when compared  to   ""real"" jazz) even by writers  normally  sympathetic  to popular music. How do we explain the contradictory  response  to an old dance band   record  summed  up in the phrase ""wonderfully  awful""?  Perhaps,  in the   latter case, the answer is that such things  as humor  and sentimentality   are very period specific;  they quickly  become dated, and so an old   record  often seems to lend insight  into the way people felt at a specific   time, which, being past, in turn evokes nostalgia  and a feeling  of   empathy  with those whose lifetimes  preceded  our own. At the same   time, it must be acknowledged  that by responding  in such a fashion   the meaning  of the music to us differs  from its meaning  to its original   listeners--a  neat illustration  that history  and aesthetics  are not mutu-   ally exclusive  categories.",Oxford University Press,"Oxford,United Kingdom;New York City,NY,United States",English,English
,"Elsey_2008_A comparison of two distinctive jazz trombone artists, David Steinmeyer and Curtis Fuller",Dissertation/Thesis,"Elsey,Eddie Lee,Jr.",male,University of Southern Mississippi,,,,,,,,,,,,,,,,,,"Perry,Richard H.","A Comparison of Two Distinctive Jazz Trombone Artists, David Steinmeyer and Curtis Fuller",,,,,2008,2008,"Communication and the arts;Steinmeyer, David;Fuller, Curtis;Trombone;Jazz;Music;0413:Music",Funk & Jazz,Jazz,,,"This dissertation discusses two jazz trombonists, David Steinmeyer and Curtis Fuller. Six solos performed by these two artists are analyzed for the purpose of studying and comparing their individual styles of playing. Each solo is analyzed melodically, harmonically, and rhythmically with musical excerpts from each solo included to provide emphasis on a particular area.                 This dissertation also includes comparisons of overall styles, full transcriptions of each solo, discographies for both artists, and brief biographical sketches of each artist. Although the artists play in different styles, they still share similar philosophies in approaching the performance of playing jazz trombone.",The University of Southern Mississippi,"Hattiesburg,MS,United States",English,English
,"Goodman_2011_Tony Williams' drumset ideology to 1969_Synergistic emergence from an adaptive modeling of feel, technique, and creativity as an archetype for cultivating originality in jazz drumset performance",Dissertation/Thesis,"Goodman,Dave",male,University of Sydney,freelance/artist,,,,,,,,,,,,,,,,,,"Tony Williams' Drumset Ideology to 1969: Synergistic Emergence from an Adaptive Modeling of Feel, Technique, and Creativity as an Archetype for Cultivating Originality in Jazz Drumset Performance Studies",,,,,2011,2011,,Funk & Jazz,Jazz,Bebop,Jazz-rock,"I identify Tony Williams' formative drumset ideology as being emergent from his adaptive modeling of the feel, technique and creativity identified in the drumming of Art Blakey, Max Roach and Philly Joe Jones respectively and present the results of extensive textual and musicological research on Williams' formative practices between 1945 and 1969 as an archetype for cultivating originality in jazz drumset performance studies. I examine patterns of creative thought in the New York jazz community as they developed from the relative heteronomy of modernist bebop improvisation to the postmodernist aesthetic of jazz-rock fusion resulting in the emergence of collective autonomy in musical interaction and improvisation. My research reveals Willams' possession of autotelic personality and utilisation of learning techniques associated with heutagogy. Also identified is the prevalence of entrainment in the social and musical interactions of the New York jazz community and I interpret these qualities through the lens of the theory of complex adaptive systems as a model for learning in jazz drumset performance studies. I analyse Williams' ensemble and solo drumming in comparison to that of Blakey, Roach and Jones in addition to Roy Haynes by using an analytic schema designed specifically for identification of contrasting qualities in the voicing of rhythm and expression as revealed in the grouping and ordering of limbs in drumset performance. I present a complete stylistic overview of Williams' recorded output until 1969 including swing, avant garde, ballad, straight eighth-note and sixteenth-note oriented styles as well as complex temporal events such as polymetric superimposition, rubato, polytempo, superimposed metric modulation, metric modulation and tempo fluctuation.       ",University of Sydney,"Sydney,Australia",English,English
,Carter_2012_'Reich Remixed'_Minimalism and DJ culture,Journal Article,"Carter,David",male,"University of Tasmania,Australia","University of Tasmania, Australia",,,,,,,,,,,,,,,,,,Reich Remixed': Minimalism and DJ Culture,,,,Context: A Journal of Music Research,2012,2012, Western art music -- History. 1910 to present (history); Popular music -- General,EDM,"Electronic Dance Music",,,"In 1999, Nonesuch Records released a CD containing selected works of minimalist composer Steve Reich (b. 1936) remixed by prominent electronica artists. Reich Remixed was billed as an homage to the father of DJ/remix culture and the liner notes cite Reich as 'the original re-mixer,' stating boldly that 'mass culture has finally caught up to and embraced the fringe ideas that Reich was exploring in the 1960s.' This is an association with which Reich is not uncomfortable. Commenting on the DJ-as-remixer, Reich has said that 'here's a generation that doesn't just like what I do, they appropriate it!' Contributing artists on Reich Remixed, including Coldcut, DJ Spooky, and Howie B (Howard Bernstein), were supplied with multitrack recordings of Reich's works, allowing them to select, isolate, sample and manipulate individual instruments and parts to include in their remixes. According to Reich, the remixers worked autonomously, and his own involvement in the project was limited to selecting from the more than twenty mixes that were submitted for the project.",University of Melbourne,"Melbourne,Australia",English,English
,Van Seters_2011_Eighty-eight drums_The piano as percussion instrument in jazz,Dissertation/Thesis,"Van Seters,Thomas Andrew",male,University of Toronto,MacEwan University,,,,,,,,,,,,,,,,,"Hartenberger,Russell",Eighty-Eight Drums: The Piano as Percussion Instrument in Jazz,,,,,2011,2011,Communication and the arts;Piano;Drumming;Jazz;0413;Music;0413:Music,Funk & Jazz,Jazz,African,Latin,"Evidence of a link between piano and drumming performance practices in western music dates back to at least the mid-nineteenth century. The modern construction of the piano had yet to be fully standardized when percussive techniques were being applied to its keyboard. Since that time, pianists and drummers (especially those involved with the creation of groove-based music) have grown closer and closer, participating in what remains a richly symbiotic relationship. This study examines parallels between piano and drumming performance practices in jazz. In this context, drumming is acknowledged as an important inspiration guiding the expression of rhythm and percussive attack by non-drummers, pianists in particular.                 Historical connections between pianism and drumming in jazz are addressed through an examination of those legacies that are widely believed to derive from West African drumming, European march and dance traditions, and various aspects of the so-called ""Latin tinge"" from the Caribbean and South America. Playing techniques are compared in part based on the premise that similarities in musical output flow naturally from congruencies in instrumental architecture. Percussive action unites pianists and drummers, as do shared abilities to create rhythmic layers through the independent functioning of multiple limbs. A discussion of ensemble roles reveals conceptual links, especially with regard to time-keeping, ""comping,"" and mutual approaches to the creation of groove and swing.                 Transcriptions are employed to illustrate instances of widely adopted drumming-like gestures from the history of jazz with special attention paid to rhythmic counterpoint, complementation, and rudimental sticking patterns used by jazz pianists since the 1960's. Though a statistically small sample, interviews with ten professional jazz pianists support the essential findings of the study. Questions are raised throughout regarding the effectiveness of traditional jazz pedagogy in emphasizing the importance of drumming to non-drummer instrumental praxis.",University of Toronto,"Toronto,ON,Canada",English,English
,Fabbri_2007_Browsing musical spaces_Categories and the musical mind,"Chapter","Fabbri,Franco",male,University of Turin ,University of Maryland Baltimore,,,,,,,,,,,,,,,,,,Browsing Music Spaces: Categories and the Musical Mind,Critical Essays in Popular Musicology,,,,2007,2007,"20: Western art music -- Musicology as discipline;66: Theory, analysis, and composition -- Style analysis;39: Popular music -- General;genre studies -- categorization -- history and criticism;reception -- style -- relation to genre categorization -- history and criticism;style -- reception -- relation to genre categorization -- history and criticism;popular music--general -- genre studies -- categorization -- history and criticism;musicology -- musicology as discipline -- concept of genre -- history and criticism",Rock & Metal,Popular music,Rock,Jazz,"Transcript of a paper delivered at the IASPM (UK) conference, 1999. It seems very difficult-even impossible-to begin any activity with or about sounds without referring to categories such as 'kind', 'type', 'genre', 'style', or to metaphors like 'field', 'area', 'space'. Thinking about music, talking about music, making music: all these activities imply reference to a more or less detailed taxonomy, whose structure-not to mention its very existence-is too often taken for granted. Easy access to the world's diverse musical cultures (and so to even more 'types of music') has encouraged expanding and articulating existing taxonomies. However, some of the categories that we use date from more than 2000 years ago, and have been developed differently in different musical and/or national cultures. So, while categories like 'genre' or 'style' seem to be used mainly to 'put some order' and reduce the overall entropy in the musical universe (or, at least, in our talks and writings about music), sometimes they seem to create even more disorder and confusion. Some questions arise: 1) Why do we need musical categories? 2) How are such categories created? 3) Are historical categories like 'genre' or 'style' useful in all contexts? 4) What is the status of terms like 'field', 'area', 'space', 'boundary' and 'frontier'.",Ashgate,"Burlington,VT,United States",English,English
,Brackett_2008_Examining rhythmic and metric practices in Led Zeppelin's musical style,Journal Article,"Brackett,John",male,University of Utah,University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,,,Examining Rhythmic and Metric Practices in Led Zeppelin's Musical Style,,,,Popular Music,2008,2008," rhythm and meter -- Led Zeppelin; performing groups--popular music -- Led Zeppelin -- rhythm and meter; sound recordings -- Led Zeppelin -- rhythm and meter; performing groups--popular music -- Fleetwood Mac -- sound recordings -- Oh well -- compared with Led Zeppelin Black dog; Brown, James -- sound recordings -- compared with Led Zeppelin The crunge; Theory, analysis, and composition -- Rhythm, meter, tempo; Popular music -- General",Rock & Metal,Rock,Funk,,"In this essay, I examine how aspects of rhythm and metre piay a fundamental role in shaping and defining Led Zeppelin's musical style. At the same time, I will show how Led Zeppelin was able to modify, manipulate, and develop pre-existing musical models and forms through various rhythmic and metric strategies. Comparative analyses will be used in an effort to show how Led Zeppelin's flexible conception of rhythm and metre enabled the band to put their own stylistic 'stamp' on (i) specific musical genres ('The Crunge' and the song's relation to James Brown-style funk), (ii) their riff constructions ('Black Dog' in relation to Fleetwood Mac's 'Oh Well'), and (iii) their cover versions ('Dazed and Confused'). Drawing upon my analytical points, I revisit the complex issues that persist regarding the possibility that Led Zeppelin even has an 'original' or 'unique' style given their often overt reliance upon earlier musical models and forms. Therefore, in my conclusion, I argue that the development of any artist or group's individual style necessarily involves the ability to assimilate and transform pre-existing musical features - features such as rhythm and metre - in novel ways and where issues relating to musical style intersect with influence. ",Cambridge University Press,"Cambridge,United Kingdom;New York City,NY,United States",English,English
,Hanford_2003_With the power of soul_ Jimi Hendrix in Band of Gypsys,Dissertation/Thesis,"Hanford,John C.,III",male,University of Washington,University of Washington,,,,,,,,,,,,,,,,,"Starr,Lawrence",With the Power of Soul: Jimi Hendrix in Band of Gypsys,,,,,2003,2003,"Communication and the arts;Band of Gypsys;Hendrix, Jimi;Music;0413:Music",Funk & Jazz,Rock,,,"Jimi Hendrix's work in Band of Gypsys marked an important stage in his later, post-Experience career. The live recording of Band of Gypsys   is a showcase for Hendrix's skills as an improviser and live performing artist. Moreover, analyses made of the four Hendrix pieces included on  Band of Gypsys  show the composer exploring new musical concepts while he is also drawing on traditional stylistic resources.                 In addition to focusing on the recordings of ""Who Knows,"" ""Machine Gun,"" ""Power to Love,"" and ""Message to Love,"" this dissertation also uses Band of Gypsys  as a platform from which to view Hendrix's larger musical language, exploring aspects of its rich synthesis of traditional and novel stylistic elements.                 Chapter I gives general historical background relevant to the formation of Band of Gypsys.                 Chapter II, organized under several topical headings, gives an overview of the highly personalized style that Hendrix developed in both the Jimi Hendrix Experience and Band of Gypsys. In addition to giving information about Hendrix's equipment and playing techniques, Chapter II deals with signature guitar licks, chords, and other characteristic ways in which Hendrix organizes pitch materials as both composer and improviser. Historical information and representative examples from select recordings accompany the treatments of stylistic elements and playing techniques.                 Chapter III analyzes ""Who Knows"" and looks at the piece's performance, stylistic mixture, and possible links to traditional and contemporary sources in blues, rhythm and blues, and jazz.                 Chapter IV studies ""Machine Gun,"" a celebrated tour de force and a unique fusion of traditional blues and electronic sound painting.                 Chapter V looks at ""Power to Love,"" a complex work whose composition is rooted in an earlier piece by Ray Charles.                 Chapter VI investigates ""Message to Love,"" another complex, multi-thematic piece that Hendrix first developed with Gypsy Sun and Rainbows.                 Chapter VII concludes the study and offers a critical reappraisal of  Band of Gypsys  as representing a neotraditional work comprising linked traditional and progressive musical features.",University of Washington,"Seattle,WA,United States",English,English
,Morrison_1999_A polymetric interpretation of the swing impulse_Rhythmic stratification in jazz,Dissertation/Thesis,"Morrison,Kenneth John",male,University of Washington,,,,,,,,,,,,,,,,,,"Rahn,John",A Polymetric Interpretation of the Swing Impulse: Rhythmic Stratification in Jazz,,,,,1999,1999,Communication and the arts;Drumming;Polymetric;Swing impulse;Rhythmic stratification;Jazz;Music;0413:Music,Funk & Jazz,Jazz,,,"Using the rhythmic stratification theory of Maury Yeston I model the fundamental rhythmic drive in jazz as a combination of three particular types of polymeter. Using this stratification model, I describe changes in jazz rhythm and jazz drumming since 1930. A recording of sound examples is included of models created using the Max programming environment.* Dissertation includes audio CD-ROM.",University of Washington,"Seattle,WA,United States",English,English
,Peacock_2012_Concerto for solo tuba and winds,Dissertation/Thesis,"Peacock,Curtis",male,University of Washington,Central Washington University,,,,,,,,,,,,,,,,,"Morrison,Steven J.",Concerto for Solo Tuba and Winds,,,,,2012,2012,"Communication and the arts;Concerto;Jazz;Peacock, Curtis;Phenomenology;Polymeter;Tuba;Winds;Original composition;Music;0413:Music",Funk & Jazz,Jazz,,,"The Concerto  for tuba and winds is intended to reflect my interest in swing rhythm and the way other composers have notated jazz. Through new swing research with emphasis on a phenomenological interpretation of a bi-metric system, the nature of the backbeat is demonstrated. New polyrhythmic notational techniques, as well as new intuitive notations are also explored. Multiple versions of the Concerto were created to help rehearse polymetric music and allow for improvisational options. Optional parts for three squads of dancers emphasize the exchange of energy involved in swing and scat lyrics for instrumental parts offer more precise indications of jazz inflection. The Concerto is virtuosic work in three movements that musically demonstrates new swing notation techniques in modern wind ensemble setting.",University of Washington,"Seattle,WA,United States",English,English
,Stewart_1981_Polyrhythm and its role in the development of structure in boogie woogie,Conference Proceedings,"Stewart,Milton Lee",male,University of Washington,,,,,,,,,,,,,,,,,,,Polyrhythm and Its Role in the Development of Structure in Boogie Woogie,,,,Jazz Research Papers: National Association of Jazz Educators,1981,1981,"POLYRHYTHM (Music);PIANO -- Methods (Jazz);PIANO -- Instruction & study;BLUES (Music);STYLE, Musical;FORM;BLUES - Styles",Funk & Jazz,Jazz,Boogie woogie,,"[Boogie woogie is a blues piano style, based on the 12-bar blues structure, that
flourished in the United States during the 1920s, '30s, and '40s. Polyrhythm, the simultaneous use of contrasting rhythms, is one of the most
significant features of boogie woogie.]",IAJE Publications,"Manhattan,KS,United States",English,English
,Thomas_2007_The development of Cal Tjader's latin jazz vibraphone style,Dissertation/Thesis,"Thomas,Benjamin",male,University of Washington,Highline College,,,,,,,,,,,,,,,,,"Collier,Thomas",The Development of Cal Tjader's Latin Jazz Vibraphone Style,,,,,2007,2007,"Communication and the arts;Tjader, Cal;Latin jazz;Vibraphone;Jazz;Music;0413:Music",Funk & Jazz,Jazz,Latin,Cuban,"The recordings and performances of Cal Tjader in the 1950s and 1960s made him one of the leaders of the Latin Jazz movement. Though he would eventually be known for his interpretations of a wide range of Latin American musics, it was the mambos, cha-chas and other Cuban styles of Machito and Tito Puente that first captured his interest in 1953. This paper analyzes how Tjader developed as an improviser in the Latin Jazz style by utilizing profound understandings of both American jazz and Latin music.                 Chapter I outlines Tjader's early musical career and his discovery of Latin music. Chapter II examines the elements that Tjader incorporated in his playing during the first five years of his recording as a bandleader. Chapter III focuses on one particular recording, ""A Night in Tunisia"" from Tjader's  Monterey Concerts  and shows how he blended the elements from Chapter II into a mature musical style. The appendices include transcriptions and a discography.",University of Washington,"Seattle,WA,United States",English,English
Later version,"Hirjee,Brown_2010_Using automated rhyme detection to characterize ryhming style in rap music",Journal Article,"Hirjee,Hussein",male,University of Waterloo,University of Waterloo,"Brown,Daniel",male,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,Using Automated Rhyme Detection to Characterize Rhyming Style in Rap Music,,,,Empirical Musicology Review,2010,2010, song texts -- rap music -- rhyming style; hip hop -- rap music -- song texts -- rhyming style; discographies -- rap music; Music and other arts -- Literature. Song texts,Rap & Hip Hop,Rap,,,"Imperfect and internal rhymes are two important features in rap music   previously ignored in the music information retrieval literature. We developed a   method of scoring potential rhymes using a probabilistic model based on phoneme   frequencies in rap lyrics. We used this scoring scheme to automatically identify   internal and line-final rhymes in song lyrics and demonstrated the performance of this   method compared to rules-based models. We then calculated higher-level rhyme   features and used them to compare rhyming styles in song lyrics from different genres,   and for different rap artists. We found that these detected features corresponded to real-world descriptions of rhyming style and were strongly characteristic of different   rappers, resulting in potential applications to style-based comparison, music   recommendation, and authorship identification. ",Empirical Musicology Review,"Columbus,OH,United States",English,English
